NPS Classification;Country;Region;Reason 1;Reason 2;Reason 3;NPS;Comentário
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece informa??es suficientes do passageiro;Tem regras justas;10;
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;Mostra as posi??es de embarque e desembarque corretamente;Raramente aparecem corridas de/para ??reas de risco;10;Por ser 99 recente, estou come?ando  a me adaptar.tenham paciencia
Promoter;BR;SP;Tem regras justas;Oferece uma rota segura de acordo com a prevista;O aplicativo ?? profissional;10;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece ganhos bons e est??veis;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;SP;Oferece informa??es suficientes do passageiro;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo ?? profissional;10;
Promoter;BR;SP;Tem regras justas;;;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;? seguro trabalhar com a 99;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo ?? f??cil de ser utilizado;10;n?o
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? profissional;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;SP;O aplicativo ?? profissional;? seguro trabalhar com a 99;Oferece informa??es suficientes do passageiro;10;????
Promoter;BR;SP;Tem regras justas;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma rota segura de acordo com a prevista;10;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Tem regras justas;O aplicativo ?? profissional;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;;;10;
Promoter;BR;SP;Raramente aparecem corridas de/para ??reas de risco;Todos falam sobre a 99 de forma positiva;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;? f??cil receber meus ganhos na minha conta;O aplicativo atende todas as minhas necessidades de trabalho;10;E muito bom ter este aplicativo como motorista e usu??rio sempre ultilisei este aplicativo n?o tenho como reclamar.so tenho parabenizar vcs
Promoter;BR;SP;Oferece uma rota segura de acordo com a prevista;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo ?? profissional;10;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Tem regras justas;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece boas funcionalidades de seguran?a;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;10;?tima empresa
Promoter;BR;SP;O aplicativo ?? profissional;;;10;
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;;;10;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo ?? profissional;Oferece ganhos bons e est??veis;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Oferece um atendimento ao consumidor f??cil de entrar em contato;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;;;10;99 e 10
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo ?? f??cil de ser utilizado;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece boas funcionalidades de seguran?a;Oferece ganhos bons e est??veis;10;
Promoter;BR;SP;O aplicativo ?? profissional;? f??cil receber meus ganhos na minha conta;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Tem regras justas;O aplicativo ?? profissional;10;
Promoter;BR;SP;? seguro trabalhar com a 99;;;10;
Promoter;BR;SP;O aplicativo ?? profissional;O aplicativo atende todas as minhas necessidades de trabalho;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;SP;O aplicativo ?? profissional;Oferece uma visualiza??o clara e correta dos meus ganhos;? seguro trabalhar com a 99;10;99 e uma empresa muito profissional com o motorista e passageiros est?? de parab??ns
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;;;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor f??cil de entrar em contato;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo atende todas as minhas necessidades de trabalho;10;99 e top ?
Promoter;BR;SP;O aplicativo ?? profissional;? f??cil receber meus ganhos na minha conta;Raramente aparecem corridas de/para ??reas de risco;10;Colocaria uma op??o para o motorista rodar somente em uma regi?o espec??fica por exemplo dentro de uma certa dist?ncia
Promoter;BR;SP;Oferece boas parcerias para o motorista;;;10;
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;10;Creio que podemos melhorar com atendimento presencial!
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma rota segura de acordo com a prevista;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;;;10;
Promoter;BR;SP;Oferece uma rota segura de acordo com a prevista;Todos falam sobre a 99 de forma positiva;Mostra as posi??es de embarque e desembarque corretamente;10;A 99 e muito bom como motorista e chamar o aplicativo de passageiros muito boa
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;? seguro trabalhar com a 99;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Mostra as posi??es de embarque e desembarque corretamente;;10;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Oferece uma rota segura de acordo com a prevista;Os passageiros s?o educados e t??m uma rota de viagem segura;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;? seguro trabalhar com a 99;O aplicativo ?? f??cil de ser utilizado;10;Est?? faltando aparecer a foto do passageiro. Para ficar mais f??cil de localizar.
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;Oferece ganhos bons e est??veis;? f??cil receber meus ganhos na minha conta;10;Sem nenhuma cr??tica
Promoter;BR;SP;Oferece um atendimento ao consumidor f??cil de entrar em contato;? seguro trabalhar com a 99;? f??cil receber meus ganhos na minha conta;10;quando estamos em uma corrida e entra outra corrida n?o consigo acessar a antiga para saber o valor . muita dificuldade tamb??m em finalizar uma corrida quando o cliente nao quer mais o servi?o .
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;Oferece uma rota segura de acordo com a prevista;10;Suporte da 99 ?? excelente
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece uma visualiza??o clara e correta dos meus ganhos;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;Oferece uma rota segura de acordo com a prevista;O aplicativo atende todas as minhas necessidades de trabalho;10;Excepcional trabalhar com esse aplicativo.
Promoter;BR;SP;Oferece um atendimento ao consumidor f??cil de entrar em contato;;;10;Sim bom 99 muito boa gostei\n
Promoter;BR;SP;? seguro trabalhar com a 99;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Todos falam sobre a 99 de forma positiva;10;As corridas de valor m??nima de 6,7 reais poderiam ser no valor de 10 reais
Promoter;BR;SP;? seguro trabalhar com a 99;;;10;
Promoter;BR;SP;? seguro trabalhar com a 99;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;10;
Promoter;BR;SP;Oferece boas parcerias para o motorista;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;;;10;
Promoter;BR;SP;O aplicativo ?? profissional;;;10;Seria interessante mostrar a foto do passageiro
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;;;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;Mostra as posi??es de embarque e desembarque corretamente;O aplicativo ?? f??cil de ser utilizado;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo ?? profissional;Oferece uma visualiza??o clara e correta dos meus ganhos;10;Muito otimo aplicativo o melhor.
Promoter;BR;SP;? seguro trabalhar com a 99;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo ?? profissional;10;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Todos falam sobre a 99 de forma positiva;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;? f??cil receber meus ganhos na minha conta;Todos falam sobre a 99 de forma positiva;10;Satisfeito e orgulhoso em fazer parte de empresa fa ntastica
Promoter;BR;SP;Oferece ganhos bons e est??veis;;;10;
Promoter;BR;SP;O aplicativo ?? profissional;;;10;S?? acho que ela deveria ter mais op??es de seguran?a tanto para o usu??rio como para o condutor.
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece um atendimento ao consumidor f??cil de entrar em contato;Todos falam sobre a 99 de forma positiva;10;
Promoter;BR;SP;Tem regras justas;Oferece boas parcerias para o motorista;;10;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma visualiza??o clara e correta dos meus ganhos;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Oferece um atendimento ao consumidor f??cil de entrar em contato;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;O aplicativo ?? profissional;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;? f??cil receber meus ganhos na minha conta;10;Obrigado por tudo.
Promoter;BR;SP;? seguro trabalhar com a 99;Os passageiros s?o educados e t??m uma rota de viagem segura;O aplicativo ?? profissional;10;
Promoter;BR;SP;Tem regras justas;? seguro trabalhar com a 99;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;O aplicativo ?? profissional;;;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;SP;Oferece informa??es suficientes do passageiro;Mostra as posi??es de embarque e desembarque corretamente;Oferece uma rota segura de acordo com a prevista;10;
Promoter;BR;SP;? seguro trabalhar com a 99;Tem regras justas;Oferece ganhos bons e est??veis;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;? f??cil receber meus ganhos na minha conta;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;? seguro trabalhar com a 99;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Oferece informa??es suficientes do passageiro;Oferece ganhos bons e est??veis;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor f??cil de entrar em contato;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;10;
Promoter;BR;SP;Oferece uma rota segura de acordo com a prevista;O aplicativo ?? profissional;Oferece boas parcerias para o motorista;10;Gostaria de parabenizar a 99 pela oportunidade
Promoter;BR;SP;? seguro trabalhar com a 99;O aplicativo ?? f??cil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;SP;Oferece boas parcerias para o motorista;Oferece informa??es suficientes do passageiro;Tem regras justas;10;
Promoter;BR;SP;Oferece uma rota segura de acordo com a prevista;Oferece ganhos bons e est??veis;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;SP;Tem regras justas;Raramente aparecem corridas de/para ??reas de risco;? seguro trabalhar com a 99;10;
Promoter;BR;SP;Oferece informa??es suficientes do passageiro;Oferece boas parcerias para o motorista;Mostra as posi??es de embarque e desembarque corretamente;10;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Oferece boas parcerias para o motorista;? seguro trabalhar com a 99;10;
Promoter;BR;SP;O aplicativo ?? profissional;Tem regras justas;Oferece informa??es suficientes do passageiro;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;;;10;Sem mais.
Promoter;BR;SP;Oferece ganhos bons e est??veis;O aplicativo atende todas as minhas necessidades de trabalho;Oferece boas parcerias para o motorista;10;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;O aplicativo ?? profissional;10;
Promoter;BR;SP;O aplicativo ?? profissional;O aplicativo atende todas as minhas necessidades de trabalho;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;SP;Tem regras justas;Oferece informa??es suficientes do passageiro;Raramente aparecem corridas de/para ??reas de risco;10;Excelente plataforma, gosto muito de dirigir para a 99.
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Mostra as posi??es de embarque e desembarque corretamente;? seguro trabalhar com a 99;10;
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;Mostra as posi??es de embarque e desembarque corretamente;Oferece um atendimento ao consumidor f??cil de entrar em contato;10;? um app muito bom recomendo a todos
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece informa??es suficientes do passageiro;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Mostra as posi??es de embarque e desembarque corretamente;Raramente aparecem corridas de/para ??reas de risco;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;? f??cil receber meus ganhos na minha conta;;10;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece ganhos bons e est??veis;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;? seguro trabalhar com a 99;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;10;.
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;;;10;vcs n?o v?o nos ajudar n?o tem corrida e como fazemos por causa desse virus
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;;;10;99 e boa opinei por tem maquininha e dinheiro ?? uma ??tima 99!!!!!
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo atende todas as minhas necessidades de trabalho;Raramente aparecem corridas de/para ??reas de risco;10;
Promoter;BR;SP;O aplicativo ?? profissional;Oferece uma visualiza??o clara e correta dos meus ganhos;Todos falam sobre a 99 de forma positiva;10;Agrade?o a 99 e estou muito satisfeito com a parceira.
Promoter;BR;SP;O aplicativo ?? profissional;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo ?? f??cil de ser utilizado;10;Tenho uma excelente experi??ncia com o aplicativo, nota 10!
Promoter;BR;SP;O aplicativo ?? profissional;? f??cil receber meus ganhos na minha conta;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;? seguro trabalhar com a 99;10;
Promoter;BR;SP;Tem regras justas;;;10;Obrigada pela parceria
Promoter;BR;SP;Oferece boas parcerias para o motorista;O aplicativo ?? f??cil de ser utilizado;Todos falam sobre a 99 de forma positiva;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;;;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;;;10;
Promoter;BR;SP;Tem regras justas;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;;;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;10;
Promoter;BR;SP;? seguro trabalhar com a 99;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;Mostra as posi??es de embarque e desembarque corretamente;;10;
Promoter;BR;SP;Oferece boas funcionalidades de seguran?a;Oferece uma rota segura de acordo com a prevista;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;O aplicativo ?? profissional;;;10;Obrigado 99 pela oportunidade
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Oferece um atendimento ao consumidor f??cil de entrar em contato;O aplicativo ?? profissional;10;
Promoter;BR;SP;Tem regras justas;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo ?? f??cil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;10;
Promoter;BR;SP;Tem regras justas;Todos falam sobre a 99 de forma positiva;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;SP;Oferece boas parcerias para o motorista;O aplicativo ?? f??cil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;10;
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;O aplicativo ?? f??cil de ser utilizado;Oferece boas parcerias para o motorista;10;
Promoter;BR;SP;Oferece ganhos bons e est??veis;O aplicativo ?? f??cil de ser utilizado;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Tem regras justas;O aplicativo ?? f??cil de ser utilizado;10;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;O aplicativo ?? f??cil de ser utilizado;Todos falam sobre a 99 de forma positiva;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Oferece boas parcerias para o motorista;Mostra as posi??es de embarque e desembarque corretamente;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;O aplicativo atende todas as minhas necessidades de trabalho;? f??cil receber meus ganhos na minha conta;10;Gra?as a Deus minha ?nica Fonte de Renda.
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;;;10;
Promoter;BR;SP;Oferece boas funcionalidades de seguran?a;? seguro trabalhar com a 99;;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor f??cil de entrar em contato;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;10;
Promoter;BR;SP;Oferece uma rota segura de acordo com a prevista;Oferece ganhos bons e est??veis;Oferece boas funcionalidades de seguran?a;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Oferece boas funcionalidades de seguran?a;? seguro trabalhar com a 99;10;
Promoter;BR;SP;Oferece um atendimento ao consumidor f??cil de entrar em contato;;;10;Foto do passageiro
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo ?? f??cil de ser utilizado;;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;? seguro trabalhar com a 99;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;SP;O aplicativo ?? profissional;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo ?? f??cil de ser utilizado;10;99 ?? 10
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;10;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Oferece informa??es suficientes do passageiro;Oferece uma visualiza??o clara e correta dos meus ganhos;10;
Promoter;BR;SP;? seguro trabalhar com a 99;;;10;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;10;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;Todos falam sobre a 99 de forma positiva;O aplicativo ?? f??cil de ser utilizado;10;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Oferece ganhos bons e est??veis;O aplicativo ?? f??cil de ser utilizado;10;
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;O aplicativo atende todas as minhas necessidades de trabalho;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;Oferece boas parcerias para o motorista;O aplicativo ?? profissional;Mostra as posi??es de embarque e desembarque corretamente;9;Poderia ser um pouco mais r??gidos com os passageiros , muitos acham que ao solicitar um carro o motorista ?? seu empregado em tempo integral , eu mesmo recebi 1 estrela em uma corrida onde me recusei a esperar o passageiro por 15 minutos em um local que n?o tinha onde estacionar ... Fora isso a 99 ?? uma excelente empresa que tem que continuar a oferecer esse servi?o para todos os cidad?os , motoristas e passageiros , muito obrigado.
Promoter;BR;SP;Oferece informa??es suficientes do passageiro;Oferece uma visualiza??o clara e correta dos meus ganhos;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;O aplicativo ?? f??cil de ser utilizado;Todos falam sobre a 99 de forma positiva;9;
Promoter;BR;SP;Oferece ganhos bons e est??veis;Oferece boas parcerias para o motorista;O aplicativo ?? f??cil de ser utilizado;9;Precisamos de mais seguran?a nas corridas ,como nos temos reconhecimentos facial , acho que todos passageiro deveriam ter tb toda vez q fosse solicitar uma viagem
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
Promoter;BR;SP;Oferece um atendimento ao consumidor f??cil de entrar em contato;Oferece ganhos bons e est??veis;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;9;
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Oferece ganhos bons e est??veis;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;O aplicativo ?? profissional;Oferece boas funcionalidades de seguran?a;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;O aplicativo ?? profissional;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;9;Poderia aparecer a foto do passageiro para o motorista da mesma forma que a nossa aparece para o passageiro...
Promoter;BR;SP;? seguro trabalhar com a 99;Oferece um atendimento ao consumidor f??cil de entrar em contato;O aplicativo ?? f??cil de ser utilizado;9;Quando passageiro n?o paga a 99 deveria n??s ressarcir para que nos motoristas do app n?o fique no preju??zo,igual a concorr??ncia vem fazendo n??s paga.
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece ganhos bons e est??veis;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;Oferece informa??es suficientes do passageiro;Tem regras justas;Oferece uma visualiza??o clara e correta dos meus ganhos;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece ganhos bons e est??veis;Oferece uma visualiza??o clara e correta dos meus ganhos;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
Promoter;BR;SP;O aplicativo ?? profissional;;;9;
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;Oferece uma visualiza??o clara e correta dos meus ganhos;9;Taxa de desempenho/aceita??o.....as vezes me sinto obrigado a ter que fazer uma viagem que n?o gostaria para n?o afetar a minha taxa. Tarifas desfasadas a tempo.
Promoter;BR;SP;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;9;
Promoter;BR;SP;Oferece boas funcionalidades de seguran?a;Mostra as posi??es de embarque e desembarque corretamente;;9;
Promoter;BR;SP;Oferece ganhos bons e est??veis;Tem regras justas;? f??cil receber meus ganhos na minha conta;9;
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;? seguro trabalhar com a 99;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;SP;Oferece um atendimento ao consumidor f??cil de entrar em contato;O aplicativo atende todas as minhas necessidades de trabalho;Mostra as posi??es de embarque e desembarque corretamente;9;
Promoter;BR;SP;Oferece boas parcerias para o motorista;? f??cil receber meus ganhos na minha conta;Mostra as posi??es de embarque e desembarque corretamente;9;O que falta pro app ficar melhor e come?ar a se responsabilizar as corridas na maquininha e dinheiro em esp??cie pois com essas op??es e mais f??cil de fazer dinheiro por??m opto mais por cart?o pois se pegar um passageiro no dinheiro ou m??quininha e no final da corrida ele n?o pagar eu que fico no preju??zo j?? tive preju??zo uma vez de 30 reais e at?? hoje n?o recebi,se atentem a isso vai nos ajudar muito
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Os passageiros s?o educados e t??m uma rota de viagem segura;Tem regras justas;9;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;? seguro trabalhar com a 99;Os passageiros s?o educados e t??m uma rota de viagem segura;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;Oferece informa??es suficientes do passageiro;;9;
Promoter;BR;SP;Oferece ganhos bons e est??veis;Oferece boas parcerias para o motorista;O aplicativo ?? profissional;9;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Oferece um atendimento ao consumidor f??cil de entrar em contato;O aplicativo atende todas as minhas necessidades de trabalho;9;Nada a comentar
Promoter;BR;SP;Oferece uma visualiza??o clara e correta dos meus ganhos;O aplicativo atende todas as minhas necessidades de trabalho;O aplicativo ?? f??cil de ser utilizado;9;
Promoter;BR;SP;Todos falam sobre a 99 de forma positiva;O aplicativo ?? f??cil de ser utilizado;Oferece um atendimento ao consumidor f??cil de entrar em contato;9;Bom \n
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Oferece uma visualiza??o clara e correta dos meus ganhos;Oferece um atendimento ao consumidor f??cil de entrar em contato;9;
Promoter;BR;SP;Oferece uma rota segura de acordo com a prevista;Mostra as posi??es de embarque e desembarque corretamente;? f??cil receber meus ganhos na minha conta;9;Cobrar quando passageiro n?o aoarecee
Promoter;BR;SP;O aplicativo atende todas as minhas necessidades de trabalho;Oferece um atendimento ao consumidor de qualidade, com resposta r??pida e solu??o eficiente;Todos falam sobre a 99 de forma positiva;9;
Promoter;BR;SP;Oferece ganhos bons e est??veis;;;9;
Promoter;BR;SP;Oferece boas funcionalidades de seguran?a;Oferece informa??es suficientes do passageiro;Oferece uma rota segura de acordo com a prevista;9;
Promoter;BR;SP;? f??cil receber meus ganhos na minha conta;Tem regras justas;;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
Promoter;BR;SP;O aplicativo ?? f??cil de ser utilizado;;;9;
